# Stage.2-Hour Stage@TWY-DSI-R2.20170428.csv generated at 2018-03-01 07:47:03 (UTC-05:00) by AQUARIUS 17.3.207.0
# 
# Time series identifier: Stage.2-Hour Stage@TWY-DSI-R2
# Location: Tretheway Creek Downstream of the Intake
# UTC offset: (UTC-08:00)
# Value units: m
# Value parameter: Stage
# Interpolation type: Preceding Constant
# Time series type: Derived
# 
# Export options: Corrected signal from 2017-04-28T22:00:00Z to 2017-12-30T22:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-08:00), Value, Approval Level, Grade, Qualifiers
2017-04-28T22:00:00Z, 2017-04-28 14:00:00.000, 252.888727611626, Working, 41, 
2017-04-29T00:00:00Z, 2017-04-28 16:00:00.000, 252.87948592082, Working, 41, 
2017-04-29T02:00:00Z, 2017-04-28 18:00:00.000, 252.875960896681, Working, 41, 
2017-04-29T04:00:00Z, 2017-04-28 20:00:00.000, 252.875369205876, Working, 41, 
2017-04-29T06:00:00Z, 2017-04-28 22:00:00.000, 252.874644181737, Working, 41, 
2017-04-29T08:00:00Z, 2017-04-29 00:00:00.000, 252.870085824264, Working, 41, 
2017-04-29T10:00:00Z, 2017-04-29 02:00:00.000, 252.864694133459, Working, 41, 
2017-04-29T12:00:00Z, 2017-04-29 04:00:00.000, 252.859610775986, Working, 41, 
2017-04-29T14:00:00Z, 2017-04-29 06:00:00.000, 252.852769085181, Working, 41, 
2017-04-29T16:00:00Z, 2017-04-29 08:00:00.000, 252.845969061042, Working, 41, 
2017-04-29T18:00:00Z, 2017-04-29 10:00:00.000, 252.838685703569, Working, 41, 
2017-04-29T20:00:00Z, 2017-04-29 12:00:00.000, 252.830360679431, Working, 41, 
2017-04-29T22:00:00Z, 2017-04-29 14:00:00.000, 252.825068988625, Working, 41, 
2017-04-30T00:00:00Z, 2017-04-29 16:00:00.000, 252.824602297819, Working, 41, 
2017-04-30T02:00:00Z, 2017-04-29 18:00:00.000, 252.82740227368, Working, 41, 
2017-04-30T04:00:00Z, 2017-04-29 20:00:00.000, 252.830068916208, Working, 41, 
2017-04-30T06:00:00Z, 2017-04-29 22:00:00.000, 252.831385558736, Working, 41, 
2017-04-30T08:00:00Z, 2017-04-30 00:00:00.000, 252.83144386793, Working, 41, 
2017-04-30T10:00:00Z, 2017-04-30 02:00:00.000, 252.828968843791, Working, 41, 
2017-04-30T12:00:00Z, 2017-04-30 04:00:00.000, 252.827002152985, Working, 41, 
2017-04-30T14:00:00Z, 2017-04-30 06:00:00.000, 252.824593795513, Working, 41, 
2017-04-30T16:00:00Z, 2017-04-30 08:00:00.000, 252.822235438041, Working, 41, 
2017-04-30T18:00:00Z, 2017-04-30 10:00:00.000, 252.820293747235, Working, 41, 
2017-04-30T20:00:00Z, 2017-04-30 12:00:00.000, 252.82187705643, Working, 41, 
2017-04-30T22:00:00Z, 2017-04-30 14:00:00.000, 252.828577032291, Working, 41, 
2017-05-01T00:00:00Z, 2017-04-30 16:00:00.000, 252.829635341485, Working, 41, 
2017-05-01T02:00:00Z, 2017-04-30 18:00:00.000, 252.829276984013, Working, 41, 
2017-05-01T04:00:00Z, 2017-04-30 20:00:00.000, 252.828710293207, Working, 41, 
2017-05-01T06:00:00Z, 2017-04-30 22:00:00.000, 252.828543602401, Working, 41, 
2017-05-01T08:00:00Z, 2017-05-01 00:00:00.000, 252.828701911596, Working, 41, 
2017-05-01T10:00:00Z, 2017-05-01 02:00:00.000, 252.828401887457, Working, 41, 
2017-05-01T12:00:00Z, 2017-05-01 04:00:00.000, 252.827326863318, Working, 41, 
2017-05-01T14:00:00Z, 2017-05-01 06:00:00.000, 252.828185172512, Working, 41, 
2017-05-01T16:00:00Z, 2017-05-01 08:00:00.000, 252.827535148373, Working, 41, 
2017-05-01T18:00:00Z, 2017-05-01 10:00:00.000, 252.827085124234, Working, 41, 
2017-05-01T20:00:00Z, 2017-05-01 12:00:00.000, 252.827843433429, Working, 41, 
2017-05-01T22:00:00Z, 2017-05-01 14:00:00.000, 252.828326742623, Working, 41, 
2017-05-02T00:00:00Z, 2017-05-01 16:00:00.000, 252.827985051817, Working, 41, 
2017-05-02T02:00:00Z, 2017-05-01 18:00:00.000, 252.827568361012, Working, 41, 
2017-05-02T04:00:00Z, 2017-05-01 20:00:00.000, 252.828376670206, Working, 41, 
2017-05-02T06:00:00Z, 2017-05-01 22:00:00.000, 252.827276646067, Working, 41, 
2017-05-02T08:00:00Z, 2017-05-02 00:00:00.000, 252.826534955262, Working, 41, 
2017-05-02T10:00:00Z, 2017-05-02 02:00:00.000, 252.826459931123, Working, 41, 
2017-05-02T12:00:00Z, 2017-05-02 04:00:00.000, 252.825709906984, Working, 41, 
2017-05-02T14:00:00Z, 2017-05-02 06:00:00.000, 252.825734882845, Working, 41, 
2017-05-02T16:00:00Z, 2017-05-02 08:00:00.000, 252.825426525372, Working, 41, 
2017-05-02T18:00:00Z, 2017-05-02 10:00:00.000, 252.825376501233, Working, 41, 
2017-05-02T20:00:00Z, 2017-05-02 12:00:00.000, 252.825301477094, Working, 41, 
2017-05-02T22:00:00Z, 2017-05-02 14:00:00.000, 252.826351452956, Working, 41, 
2017-05-03T00:00:00Z, 2017-05-02 16:00:00.000, 252.827301428817, Working, 41, 
2017-05-03T02:00:00Z, 2017-05-02 18:00:00.000, 252.826943071344, Working, 41, 
2017-05-03T04:00:00Z, 2017-05-02 20:00:00.000, 252.827176380539, Working, 41, 
2017-05-03T06:00:00Z, 2017-05-02 22:00:00.000, 252.8262513564, Working, 41, 
2017-05-03T08:00:00Z, 2017-05-03 00:00:00.000, 252.826584665594, Working, 41, 
2017-05-03T10:00:00Z, 2017-05-03 02:00:00.000, 252.827426308122, Working, 41, 
2017-05-03T12:00:00Z, 2017-05-03 04:00:00.000, 252.826909617316, Working, 41, 
2017-05-03T14:00:00Z, 2017-05-03 06:00:00.000, 252.83701792651, Working, 41, 
2017-05-03T16:00:00Z, 2017-05-03 08:00:00.000, 252.871134569038, Working, 41, 
2017-05-03T18:00:00Z, 2017-05-03 10:00:00.000, 252.919984544899, Working, 41, 
2017-05-03T20:00:00Z, 2017-05-03 12:00:00.000, 252.979376187427, Working, 41, 
2017-05-03T22:00:00Z, 2017-05-03 14:00:00.000, 253.042409496621, Working, 41, 
2017-05-04T00:00:00Z, 2017-05-03 16:00:00.000, 253.105259472482, Working, 41, 
2017-05-04T02:00:00Z, 2017-05-03 18:00:00.000, 253.16235111501, Working, 41, 
2017-05-04T04:00:00Z, 2017-05-03 20:00:00.000, 253.214192757538, Working, 41, 
2017-05-04T06:00:00Z, 2017-05-03 22:00:00.000, 253.269817733399, Working, 41, 
2017-05-04T08:00:00Z, 2017-05-04 00:00:00.000, 253.318376042593, Working, 41, 
2017-05-04T10:00:00Z, 2017-05-04 02:00:00.000, 253.356001018454, Working, 41, 
2017-05-04T12:00:00Z, 2017-05-04 04:00:00.000, 253.385775994315, Working, 41, 
2017-05-04T14:00:00Z, 2017-05-04 06:00:00.000, 253.411692636843, Working, 41, 
2017-05-04T16:00:00Z, 2017-05-04 08:00:00.000, 253.429234279371, Working, 41, 
2017-05-04T18:00:00Z, 2017-05-04 10:00:00.000, 253.437834255232, Working, 41, 
2017-05-04T20:00:00Z, 2017-05-04 12:00:00.000, 253.459217564426, Working, 41, 
2017-05-04T22:00:00Z, 2017-05-04 14:00:00.000, 253.49540087362, Working, 41, 
2017-05-05T00:00:00Z, 2017-05-04 16:00:00.000, 253.557859182815, Working, 41, 
2017-05-05T02:00:00Z, 2017-05-04 18:00:00.000, 253.625734158676, Working, 41, 
2017-05-05T04:00:00Z, 2017-05-04 20:00:00.000, 253.693725801203, Working, 41, 
2017-05-05T06:00:00Z, 2017-05-04 22:00:00.000, 253.794284110398, Working, 41, 
2017-05-05T08:00:00Z, 2017-05-05 00:00:00.000, 253.903292419592, Working, 41, 
2017-05-05T10:00:00Z, 2017-05-05 02:00:00.000, 253.934400728787, Working, 41, 
2017-05-05T12:00:00Z, 2017-05-05 04:00:00.000, 253.899517371314, Working, 41, 
2017-05-05T14:00:00Z, 2017-05-05 06:00:00.000, 253.838767347175, Working, 41, 
2017-05-05T16:00:00Z, 2017-05-05 08:00:00.000, 253.797417323036, Working, 41, 
2017-05-05T18:00:00Z, 2017-05-05 10:00:00.000, 253.782792298897, Working, 41, 
2017-05-05T20:00:00Z, 2017-05-05 12:00:00.000, 253.798117274758, Working, 41, 
2017-05-05T22:00:00Z, 2017-05-05 14:00:00.000, 253.840433917286, Working, 41, 
2017-05-06T00:00:00Z, 2017-05-05 16:00:00.000, 253.876800559814, Working, 41, 
2017-05-06T02:00:00Z, 2017-05-05 18:00:00.000, 253.891742202342, Working, 41, 
2017-05-06T04:00:00Z, 2017-05-05 20:00:00.000, 253.876442178203, Working, 41, 
2017-05-06T06:00:00Z, 2017-05-05 22:00:00.000, 253.83805882073, Working, 41, 
2017-05-06T08:00:00Z, 2017-05-06 00:00:00.000, 253.781017129925, Working, 41, 
2017-05-06T10:00:00Z, 2017-05-06 02:00:00.000, 253.722767105786, Working, 41, 
2017-05-06T12:00:00Z, 2017-05-06 04:00:00.000, 253.670633748313, Working, 41, 
2017-05-06T14:00:00Z, 2017-05-06 06:00:00.000, 253.629850390841, Working, 41, 
2017-05-06T16:00:00Z, 2017-05-06 08:00:00.000, 253.580417033369, Working, 41, 
2017-05-06T18:00:00Z, 2017-05-06 10:00:00.000, 253.528233675896, Working, 41, 
2017-05-06T20:00:00Z, 2017-05-06 12:00:00.000, 253.496308651758, Working, 41, 
2017-05-06T22:00:00Z, 2017-05-06 14:00:00.000, 253.459616960952, Working, 41, 
2017-05-07T00:00:00Z, 2017-05-06 16:00:00.000, 253.43000860348, Working, 41, 
2017-05-07T02:00:00Z, 2017-05-06 18:00:00.000, 253.402100246007, Working, 41, 
2017-05-07T04:00:00Z, 2017-05-06 20:00:00.000, 253.376716888535, Working, 41, 
2017-05-07T06:00:00Z, 2017-05-06 22:00:00.000, 253.349883531063, Working, 41, 
2017-05-07T08:00:00Z, 2017-05-07 00:00:00.000, 253.324516840257, Working, 41, 
2017-05-07T10:00:00Z, 2017-05-07 02:00:00.000, 253.297141816118, Working, 41, 
2017-05-07T12:00:00Z, 2017-05-07 04:00:00.000, 253.271075125313, Working, 41, 
2017-05-07T14:00:00Z, 2017-05-07 06:00:00.000, 253.24666676784, Working, 41, 
2017-05-07T16:00:00Z, 2017-05-07 08:00:00.000, 253.224425077035, Working, 41, 
2017-05-07T18:00:00Z, 2017-05-07 10:00:00.000, 253.205833386229, Working, 41, 
2017-05-07T20:00:00Z, 2017-05-07 12:00:00.000, 253.19130836209, Working, 41, 
2017-05-07T22:00:00Z, 2017-05-07 14:00:00.000, 253.176891671284, Working, 41, 
2017-05-08T00:00:00Z, 2017-05-07 16:00:00.000, 253.163508313812, Working, 41, 
2017-05-08T02:00:00Z, 2017-05-07 18:00:00.000, 253.154183289673, Working, 41, 
2017-05-08T04:00:00Z, 2017-05-07 20:00:00.000, 253.146991598867, Working, 41, 
2017-05-08T06:00:00Z, 2017-05-07 22:00:00.000, 253.138174908062, Working, 41, 
2017-05-08T08:00:00Z, 2017-05-08 00:00:00.000, 253.130999883923, Working, 41, 
2017-05-08T10:00:00Z, 2017-05-08 02:00:00.000, 253.118933193117, Working, 41, 
2017-05-08T12:00:00Z, 2017-05-08 04:00:00.000, 253.108966502312, Working, 41, 
2017-05-08T14:00:00Z, 2017-05-08 06:00:00.000, 253.097216478173, Working, 41, 
2017-05-08T16:00:00Z, 2017-05-08 08:00:00.000, 253.084399787367, Working, 41, 
2017-05-08T18:00:00Z, 2017-05-08 10:00:00.000, 253.072233096561, Working, 41, 
2017-05-08T20:00:00Z, 2017-05-08 12:00:00.000, 253.059699739089, Working, 41, 
2017-05-08T22:00:00Z, 2017-05-08 14:00:00.000, 253.047258048283, Working, 41, 
2017-05-09T00:00:00Z, 2017-05-08 16:00:00.000, 253.036433024145, Working, 41, 
2017-05-09T02:00:00Z, 2017-05-08 18:00:00.000, 253.027091333339, Working, 41, 
2017-05-09T04:00:00Z, 2017-05-08 20:00:00.000, 253.019732975867, Working, 41, 
2017-05-09T06:00:00Z, 2017-05-08 22:00:00.000, 253.014316285061, Working, 41, 
2017-05-09T08:00:00Z, 2017-05-09 00:00:00.000, 253.008699594255, Working, 41, 
2017-05-09T10:00:00Z, 2017-05-09 02:00:00.000, 253.00253290345, Working, 41, 
2017-05-09T12:00:00Z, 2017-05-09 04:00:00.000, 252.996899545977, Working, 41, 
2017-05-09T14:00:00Z, 2017-05-09 06:00:00.000, 252.990207855172, Working, 41, 
2017-05-09T16:00:00Z, 2017-05-09 08:00:00.000, 252.982849497699, Working, 41, 
2017-05-09T18:00:00Z, 2017-05-09 10:00:00.000, 252.97392447356, Working, 41, 
2017-05-09T20:00:00Z, 2017-05-09 12:00:00.000, 252.965616116088, Working, 41, 
2017-05-09T22:00:00Z, 2017-05-09 14:00:00.000, 252.959832758616, Working, 41, 
2017-05-10T00:00:00Z, 2017-05-09 16:00:00.000, 252.96251606781, Working, 41, 
2017-05-10T02:00:00Z, 2017-05-09 18:00:00.000, 252.975332710338, Working, 41, 
2017-05-10T04:00:00Z, 2017-05-09 20:00:00.000, 252.998207686199, Working, 41, 
2017-05-10T06:00:00Z, 2017-05-09 22:00:00.000, 253.02470766206, Working, 41, 
2017-05-10T08:00:00Z, 2017-05-10 00:00:00.000, 253.051924304588, Working, 41, 
2017-05-10T10:00:00Z, 2017-05-10 02:00:00.000, 253.070490947115, Working, 41, 
2017-05-10T12:00:00Z, 2017-05-10 04:00:00.000, 253.083432589643, Working, 41, 
2017-05-10T14:00:00Z, 2017-05-10 06:00:00.000, 253.087140898838, Working, 41, 
2017-05-10T16:00:00Z, 2017-05-10 08:00:00.000, 253.088282541365, Working, 41, 
2017-05-10T18:00:00Z, 2017-05-10 10:00:00.000, 253.08609085056, Working, 41, 
2017-05-10T20:00:00Z, 2017-05-10 12:00:00.000, 253.080407493087, Working, 41, 
2017-05-10T22:00:00Z, 2017-05-10 14:00:00.000, 253.080849135615, Working, 41, 
2017-05-11T00:00:00Z, 2017-05-10 16:00:00.000, 253.092382444809, Working, 41, 
2017-05-11T02:00:00Z, 2017-05-10 18:00:00.000, 253.123799087337, Working, 41, 
2017-05-11T04:00:00Z, 2017-05-10 20:00:00.000, 253.160965729865, Working, 41, 
2017-05-11T06:00:00Z, 2017-05-10 22:00:00.000, 253.196240705726, Working, 41, 
2017-05-11T08:00:00Z, 2017-05-11 00:00:00.000, 253.21804901492, Working, 41, 
2017-05-11T10:00:00Z, 2017-05-11 02:00:00.000, 253.236257324115, Working, 41, 
2017-05-11T12:00:00Z, 2017-05-11 04:00:00.000, 253.254198966642, Working, 41, 
2017-05-11T14:00:00Z, 2017-05-11 06:00:00.000, 253.283832275837, Working, 41, 
2017-05-11T16:00:00Z, 2017-05-11 08:00:00.000, 253.336390585031, Working, 41, 
2017-05-11T18:00:00Z, 2017-05-11 10:00:00.000, 253.411257227559, Working, 41, 
2017-05-11T20:00:00Z, 2017-05-11 12:00:00.000, 253.486565536753, Working, 41, 
2017-05-11T22:00:00Z, 2017-05-11 14:00:00.000, 253.534515512614, Working, 41, 
2017-05-12T00:00:00Z, 2017-05-11 16:00:00.000, 253.581207155142, Working, 41, 
2017-05-12T02:00:00Z, 2017-05-11 18:00:00.000, 253.624548797669, Working, 41, 
2017-05-12T04:00:00Z, 2017-05-11 20:00:00.000, 253.646398773531, Working, 41, 
2017-05-12T06:00:00Z, 2017-05-11 22:00:00.000, 253.634482082725, Working, 41, 
2017-05-12T08:00:00Z, 2017-05-12 00:00:00.000, 253.597948725253, Working, 41, 
2017-05-12T10:00:00Z, 2017-05-12 02:00:00.000, 253.557807034447, Working, 41, 
2017-05-12T12:00:00Z, 2017-05-12 04:00:00.000, 253.519740343641, Working, 41, 
2017-05-12T14:00:00Z, 2017-05-12 06:00:00.000, 253.485731986169, Working, 41, 
2017-05-12T16:00:00Z, 2017-05-12 08:00:00.000, 253.44713196203, Working, 41, 
2017-05-12T18:00:00Z, 2017-05-12 10:00:00.000, 253.412365271225, Working, 41, 
2017-05-12T20:00:00Z, 2017-05-12 12:00:00.000, 253.377973580419, Working, 41, 
2017-05-12T22:00:00Z, 2017-05-12 14:00:00.000, 253.347006889613, Working, 41, 
2017-05-13T00:00:00Z, 2017-05-12 16:00:00.000, 253.317465198808, Working, 41, 
2017-05-13T02:00:00Z, 2017-05-12 18:00:00.000, 253.296098508002, Working, 41, 
2017-05-13T04:00:00Z, 2017-05-12 20:00:00.000, 253.26921515053, Working, 41, 
2017-05-13T06:00:00Z, 2017-05-12 22:00:00.000, 253.247265126391, Working, 41, 
2017-05-13T08:00:00Z, 2017-05-13 00:00:00.000, 253.224956768918, Working, 41, 
2017-05-13T10:00:00Z, 2017-05-13 02:00:00.000, 253.204606744779, Working, 41, 
2017-05-13T12:00:00Z, 2017-05-13 04:00:00.000, 253.18940672064, Working, 41, 
2017-05-13T14:00:00Z, 2017-05-13 06:00:00.000, 253.174281696501, Working, 41, 
2017-05-13T16:00:00Z, 2017-05-13 08:00:00.000, 253.158056672362, Working, 41, 
2017-05-13T18:00:00Z, 2017-05-13 10:00:00.000, 253.141639981557, Working, 41, 
2017-05-13T20:00:00Z, 2017-05-13 12:00:00.000, 253.127106624085, Working, 41, 
2017-05-13T22:00:00Z, 2017-05-13 14:00:00.000, 253.111914933279, Working, 41, 
2017-05-14T00:00:00Z, 2017-05-13 16:00:00.000, 253.09553990914, Working, 41, 
2017-05-14T02:00:00Z, 2017-05-13 18:00:00.000, 253.083789885001, Working, 41, 
2017-05-14T04:00:00Z, 2017-05-13 20:00:00.000, 253.075256527529, Working, 41, 
2017-05-14T06:00:00Z, 2017-05-13 22:00:00.000, 253.06548150339, Working, 41, 
2017-05-14T08:00:00Z, 2017-05-14 00:00:00.000, 253.058414812584, Working, 41, 
2017-05-14T10:00:00Z, 2017-05-14 02:00:00.000, 253.050039788445, Working, 41, 
2017-05-14T12:00:00Z, 2017-05-14 04:00:00.000, 253.039164764306, Working, 41, 
2017-05-14T14:00:00Z, 2017-05-14 06:00:00.000, 253.027873073501, Working, 41, 
2017-05-14T16:00:00Z, 2017-05-14 08:00:00.000, 253.014114716028, Working, 41, 
2017-05-14T18:00:00Z, 2017-05-14 10:00:00.000, 253.004223025223, Working, 41, 
2017-05-14T20:00:00Z, 2017-05-14 12:00:00.000, 252.989206334417, Working, 41, 
2017-05-14T22:00:00Z, 2017-05-14 14:00:00.000, 252.976706310278, Working, 41, 
2017-05-15T00:00:00Z, 2017-05-14 16:00:00.000, 252.966431286139, Working, 41, 
2017-05-15T02:00:00Z, 2017-05-14 18:00:00.000, 252.959981262, Working, 41, 
2017-05-15T04:00:00Z, 2017-05-14 20:00:00.000, 252.955664571194, Working, 41, 
2017-05-15T06:00:00Z, 2017-05-14 22:00:00.000, 252.954181213722, Working, 41, 
2017-05-15T08:00:00Z, 2017-05-15 00:00:00.000, 252.95224785625, Working, 41, 
2017-05-15T10:00:00Z, 2017-05-15 02:00:00.000, 252.950614498778, Working, 41, 
2017-05-15T12:00:00Z, 2017-05-15 04:00:00.000, 252.949422807972, Working, 41, 
