# Stage.2-Hour Stage@TWY-RAMPING.20170428.csv generated at 2018-03-01 07:47:03 (UTC-05:00) by AQUARIUS 17.3.207.0
# 
# Time series identifier: Stage.2-Hour Stage@TWY-RAMPING
# Location: Tretheway Creek, at the Ramping Location
# UTC offset: (UTC-08:00)
# Value units: m
# Value parameter: Stage
# Interpolation type: Preceding Constant
# Time series type: Derived
# 
# Export options: Corrected signal from 2017-04-28T22:00:00Z to 2017-12-30T22:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-08:00), Value, Approval Level, Grade, Qualifiers
2017-04-28T22:00:00Z, 2017-04-28 14:00:00.000, 0.449784025691667, Working, 41, 
2017-04-29T00:00:00Z, 2017-04-28 16:00:00.000, 0.441681951741667, Working, 41, 
2017-04-29T02:00:00Z, 2017-04-28 18:00:00.000, 0.438498938341667, Working, 41, 
2017-04-29T04:00:00Z, 2017-04-28 20:00:00.000, 0.438686895533333, Working, 41, 
2017-04-29T06:00:00Z, 2017-04-28 22:00:00.000, 0.4374279532, Working, 41, 
2017-04-29T08:00:00Z, 2017-04-29 00:00:00.000, 0.433543169533333, Working, 41, 
2017-04-29T10:00:00Z, 2017-04-29 02:00:00.000, 0.428174696575, Working, 41, 
2017-04-29T12:00:00Z, 2017-04-29 04:00:00.000, 0.4213491925, Working, 41, 
2017-04-29T14:00:00Z, 2017-04-29 06:00:00.000, 0.413812705566667, Working, 41, 
2017-04-29T16:00:00Z, 2017-04-29 08:00:00.000, 0.40667257785, Working, 41, 
2017-04-29T18:00:00Z, 2017-04-29 10:00:00.000, 0.398545416983333, Working, 41, 
2017-04-29T20:00:00Z, 2017-04-29 12:00:00.000, 0.388881263241667, Working, 41, 
2017-04-29T22:00:00Z, 2017-04-29 14:00:00.000, 0.382099122266667, Working, 41, 
2017-04-30T00:00:00Z, 2017-04-29 16:00:00.000, 0.381889269516667, Working, 41, 
2017-04-30T02:00:00Z, 2017-04-29 18:00:00.000, 0.387804400525, Working, 41, 
